movieId,imdbId,tmdbId,source
59018,857191,12473,both
59022,481536,13335,both
59026,875113,8827,full
59031,855895,12156,full
59037,811080,7459,both
59040,857376,9997,full
59044,1007950,28704,full
59053,348853,38376,full
59065,488988,8319,full
59074,70794,92299,full
59103,865556,1729,both
59105,963208,12179,full
59107,815178,13079,full
59112,466771,24701,full
59114,69134,28131,full
59116,437954,14324,full
59118,1045670,10503,both
59126,815241,13007,both
59129,892899,9017,full
59131,845955,25119,full
59136,892425,53196,full
59138,470732,38163,full
59141,845046,13258,both
59143,1111833,14236,both
59154,32258,13784,full
59157,27800,27918,full
59159,23249,28435,full
59173,73240,31604,full
59178,28345,38661,full
59180,32007,40044,both
59182,34266,40214,full
59184,35419,40045,full
59188,45296,1810,full
59216,419449,47120,full
59220,425326,7861,full
59256,800240,13018,full
59258,871426,8780,both
59260,494271,10886,full
59273,412637,13650,both
59290,417871,29291,full
59295,1091617,13359,full
59302,477916,26232,full
59306,926129,8617,both
59313,436889,6967,full
59315,371746,1726,both
59327,193763,22194,full
59333,866439,10761,both
59336,1012804,12400,full
59339,475984,16135,both
59362,497323,14000,full
59366,281680,43664,full
59369,936501,8681,both
59376,977214,16450,full
59382,826711,12198,full
59387,460791,14784,both
59392,942903,13001,both
59397,907680,13412,full
59399,454084,13162,full
59404,790623,13243,full
59418,802948,13008,both
59421,1033643,9029,both
59426,1080695,15957,full
59429,974959,8277,both
59435,795439,17106,full
59440,482463,12586,full
59447,106911,41648,both
59463,46031,3014,full
59465,31976,43822,full
59478,844462,87541,full
59485,478090,16042,full
59501,499448,2454,both
59519,827517,12197,both
59527,42046,32684,full
59547,473389,25527,full
59549,942384,17483,both
59561,415489,14530,full
59590,1047007,21182,both
59594,884224,13191,both
59602,808486,38834,full
59604,830558,15356,full
59607,1112115,15281,full
59615,367882,217,both
59621,762104,13534,full
59625,469099,50700,full
59641,52106,85514,full
59649,893509,10120,full
59651,387682,60676,full
59655,940620,22498,full
59665,52724,37481,full
59667,435706,12808,full
59669,479916,82437,both
59680,23303,43145,full
59684,841119,44260,both
59705,487273,38282,full
59709,488604,12245,full
59715,482599,10885,full
59721,427998,15378,both
59725,1000774,4564,both
59727,482606,10665,both
59729,379976,10822,full
59731,1151309,13636,both
59738,490076,9022,full
59753,768120,31512,full
59775,1219671,14103,full
59784,441773,9502,both
59795,939681,16117,full
59799,233809,130639,full
59801,92963,51929,full
59805,64256,74349,both
59810,1000771,14050,both
59814,812243,14019,both
59816,495040,15776,full
59832,43132,17221,both
59834,63970,37308,both
59836,47889,29377,full
59838,66907,26119,full
59840,66970,42358,full
59842,52792,50231,full
59844,62639,4857,full
59846,20030,79761,both
59850,75263,37626,full
59852,63775,48564,full
59854,51198,46189,full
59858,27042,72609,full
59861,26008,117044,full
59865,24453,114348,full
59867,53017,95402,full
59869,424600,14305,full
59888,84807,72445,full
59893,71483,20017,full
59895,91406,45996,full
59900,960144,10661,both
59905,84465,60261,full
59908,803057,13172,full
59910,829098,45791,full
59912,846040,9789,full
59915,758786,13848,full
59922,312886,51484,full
59935,68595,3687,both
59938,76804,22090,full
59942,54038,2982,full
59945,11439,42657,both
59947,89847,45408,full
59954,12752,82731,full
59960,53434,37412,full
59974,55981,66180,full
59976,55320,31742,full
59985,460745,12912,both
59988,464907,13170,full
59995,1078188,14748,both
60007,116118,15691,full
60014,1037033,13206,full
60020,913968,14392,full
60030,491162,18467,full
60032,415856,14882,full
60037,949731,8645,both
60040,800080,1724,both
60044,923600,5759,full
60046,889588,13405,full
60059,400761,49258,full
60069,910970,10681,both
60072,493464,8909,both
60074,448157,8960,both
60086,433350,15728,both
60096,304808,23676,full
60103,44357,1938,full
60106,71634,75141,full
60110,70814,42473,full
60124,811128,13993,full
60126,425061,11665,both
60128,913445,13019,both
60133,940585,21074,full
60135,479547,26354,both
60137,997088,22905,both
60141,964587,10748,full
60145,11565,27509,full
60147,889652,14949,full
60150,27515,78998,full
60161,1054485,12889,both
60179,67055,28681,full
60183,929235,41850,full
60189,99053,85559,full
60193,384832,51890,full
60198,70628,45698,full
60201,63555,26302,full
60213,378244,32263,full
60223,19563,27506,full
60225,18471,111305,full
60227,16473,27505,full
60229,21505,27504,full
60231,18097,64852,full
60237,85289,78321,full
60240,71721,77765,full
60243,69103,45512,full
60256,53765,43031,full
60259,447854,13205,full
60284,1204298,30106,full
60286,889134,13065,full
60289,846308,8359,full
60291,479468,13003,both
60293,1082886,13990,both
60295,1114277,15272,both
60299,293176,80659,full
60303,492784,10842,full
60309,37508,72163,full
60311,34522,29882,full
60314,57940,40630,full
60316,61787,31658,full
60322,888693,14349,full
60333,1093824,12172,both
60336,91497,64131,full
60338,487928,15125,full
60341,896866,8847,full
60343,29751,43869,both
60353,17048,94525,full
60356,212573,125550,full
60363,960890,13009,full
60365,64349,13675,full
60376,911010,33588,full
60382,1157705,16800,both
60384,405496,56224,both
60389,870211,14111,full
60391,1034427,17479,full
60393,463381,32604,full
60397,795421,11631,both
60405,909388,20158,full
60408,1064932,8265,full
60411,60560,42718,full
60418,816545,15654,full
60421,847897,14634,full
60436,829193,14414,full
60450,806679,428,full
60461,997188,20548,full
60463,985025,14145,full
60469,386038,9010,full
60471,479528,13022,both
60475,451966,68259,full
60479,822858,9783,full
60482,787523,10190,full
60484,39090,43487,full
60487,60550,13353,both
60490,1210351,16019,full
60494,42274,46531,full
60503,879843,13614,full
60508,170351,4966,full
60514,373051,88751,both
60516,765476,11260,both
60522,1050160,13964,full
60524,470679,13692,full
60526,472071,13910,full
60530,869977,10818,full
60538,492486,14456,full
60544,424971,15840,full
60546,245027,15830,full
60551,901475,25647,full
60566,1024942,14898,full
60568,478394,12416,full
60579,453383,572,full
60585,74312,36226,full
60590,765141,60531,full
60599,462295,13021,full
60609,758742,16007,both
60616,55124,158800,full
60618,444672,18035,full
60625,51047,43253,full
60641,422783,14820,full
60647,800241,6687,full
60649,482603,11802,both
60654,437526,2002,full
60666,913958,78527,full
60674,929629,12914,both
60684,409459,13183,both
60686,120617,116333,full
60688,1043838,13255,full
60702,865957,14154,full
60707,844768,32666,full
60728,1045889,80523,full
60735,952682,12247,full
60737,472205,22100,full
60743,1086340,19244,full
60745,54687,32008,full
60753,1117385,13012,both
60756,838283,12133,both
60758,412536,12568,full
60760,443701,8836,both
60763,486259,13259,both
60766,1155592,14048,both
60768,1157620,12270,full
60803,63230,18846,full
60806,240684,10898,full
60816,1079959,13541,full
60818,765458,11910,full
60825,473514,17245,full
60827,949489,30112,full
60832,964539,12192,both
60838,168972,70846,full
60857,801526,16725,both
60880,87545,117129,full
60885,1039652,15865,full
60887,841084,4140,full
60894,819714,14061,full
60896,19935,85685,full
60904,96126,43680,full
60914,487195,16700,full
60930,820162,167928,full
60937,859163,1735,both
60939,1027862,10187,full
60941,805570,10185,full
60943,978759,10183,both
60946,493450,31082,full
60948,914797,13996,full
60950,497465,5038,both
60979,1117563,13851,full
60981,142371,19877,full
60983,431045,46871,full
60990,55052,28273,both
60992,428870,15859,full
61004,103303,31922,full
61009,769508,14654,full
61011,783608,13251,full
61013,177507,1661,both
61018,247613,41245,full
61024,910936,10189,both
61026,425637,12289,both
61031,76933,45579,full
61035,804552,15069,full
61037,841925,2012,full
61041,828158,18056,full
61048,488535,18803,full
61071,1018785,10188,both
61073,411475,13300,full
61075,974554,11671,both
61083,382053,63474,full
61091,1002535,15570,full
61100,859765,155796,full
61108,469640,15208,full
61110,414426,15662,full
61116,69792,22029,full
61123,810900,13649,both
61132,942385,7446,both
61136,962711,14878,full
61160,1185834,12180,both
61167,1029120,13107,both
61206,809425,29568,both
61210,490181,13256,both
61215,883995,13436,full
61236,1185616,8885,both
61240,1139797,13310,both
61246,1104733,12621,full
61248,452608,10483,both
61250,852713,12620,both
61253,1091751,13579,full
61255,1031969,10186,full
61257,963807,15320,full
61262,790686,13515,full
61264,901485,5592,full
61267,486321,13956,full
61269,889671,60230,full
61279,42692,43389,full
61285,218505,31018,full
61289,906665,13637,both
61301,765430,18116,full
61312,425308,15661,full
61314,827782,13564,full
61317,445965,14566,full
61319,1172206,14298,full
61323,887883,4944,both
61348,1213644,13805,both
61350,364970,9381,both
61352,988047,13291,both
61354,844671,13991,full
61357,1149405,22319,both
61361,430770,13972,both
61373,98672,16182,full
61394,392878,14771,both
61396,54292,43040,full
61398,804507,15206,full
61401,831887,8285,both
61406,472027,118309,full
61414,34297,18539,full
61434,64754,21335,full
61449,1068641,12165,full
61451,37263,85574,full
61465,814022,13184,both
61467,790657,12818,full
61470,77270,27521,full
61473,490234,13726,full
61475,1020936,102305,full
61493,992911,35854,full
61553,492881,14075,full
61560,100768,,full
61567,1087458,22554,full
61569,791178,18596,full
61586,472156,26431,full
61628,401808,38019,full
61634,38097,43177,both
61638,1282045,39368,full
61646,452971,3865,both
61678,492619,13484,full
61692,457275,14458,full
61695,815457,25795,full
61697,1034331,13389,full
61705,947802,13279,both
61707,859760,38140,full
61724,92149,3,full
61729,995039,12797,both
61742,454976,8908,full
61768,388727,15822,full
61816,459102,4998,full
61818,353324,16456,full
61862,474642,3041,full
61868,482528,71139,full
61913,60073,41264,full
61931,69124,24777,full
61934,71521,20802,full
61937,45848,47721,full
61941,870122,14232,full
61948,899128,14098,full
61950,870204,14643,full
61961,219224,30944,full
61967,56444,50759,full
61970,119700,38226,full
61986,800308,12690,full
61991,1046997,12412,full
61994,351459,37050,full
62000,53987,38311,full
62008,1282036,37776,full
62010,920461,54669,full
62014,481254,73169,full
62049,48918,1984,both
62054,72231,38361,full
62063,91759,73920,full
62081,1059786,13027,both
62113,455538,13092,both
62115,425458,25126,both
62137,956038,14326,full
62153,51879,50011,full
62155,981227,12182,both
62157,782867,14928,full
62198,68924,38616,full
62203,1029234,9539,both
62206,127310,81296,full
62208,47682,46492,full
62213,376873,131805,full
62235,972883,13200,full
62237,1224448,38601,full
62245,51792,822,full
62250,929425,8882,both
62254,89746,42095,full
62265,809504,13401,full
62277,460485,20015,full
62293,864761,12783,full
62299,913951,12683,full
62304,307596,3097,full
62331,439533,15981,both
62334,108597,41666,full
62336,279077,225130,both
62344,1084950,14976,both
62374,758774,12113,both
62376,970411,13600,both
62378,841027,10078,both
62383,6333,30266,both
62385,64860,11874,full
62390,481580,19566,full
62394,467197,13051,both
62420,911024,39816,full
62434,1007028,10358,both
62437,1175491,10523,both
62439,1046163,13596,full
62467,68569,56942,full
62474,66745,71206,full
62511,383028,4960,both
62514,41257,120481,full
62526,72912,32620,full
62553,416212,12837,full
62577,1054588,14914,full
62586,1190617,13948,full
62594,488905,25142,full
62644,1063669,7735,both
62660,808230,14791,full
62662,90182,76406,full
62669,134771,101929,full
62671,150500,2397,full
62718,963743,12689,both
62721,312409,15935,full
62726,1142798,15450,full
62729,885415,25741,full
62733,1082868,13812,both
62761,88222,108634,full
62764,72709,27361,both
62781,102488,225614,full
62788,1031254,13489,full
62792,482572,13150,both
62796,426462,13414,full
62799,469903,14325,full
62801,68817,41474,both
62803,143348,41477,full
62834,280453,16068,full
62836,871427,15289,full
62847,1152282,56295,full
62849,1032755,13809,both
62851,407337,34100,full
62912,962726,11887,both
62916,38250,41073,full
62920,43663,83683,full
62925,31020,59403,full
62953,306011,69299,full
62956,1054486,13253,both
62970,910812,114796,full
62972,409572,17800,full
62974,29844,30977,full
62999,479952,10527,both
63001,1101026,13506,full
63007,11909,53772,full
63033,861689,8338,full
63062,824747,3580,both
63069,161635,36073,full
63072,898367,20766,both
63082,1010048,12405,both
63113,830515,10764,both
63119,1042499,18548,full
63121,52270,4701,full
63131,430922,15373,both
63134,16939,120828,full
63141,38033,173634,full
63179,976060,8938,both
63181,1183732,16061,full
63187,55059,73059,full
63189,1124394,16166,full
63194,456340,2588,full
63222,1130988,13672,full
63226,43801,47184,full
63229,977611,158959,full
63237,99733,44283,full
63239,128996,42884,both
63271,43591,215471,full
63273,850669,13516,full
63276,1016290,14943,both
63278,933033,19147,full
63280,17567,96395,full
63283,27214,52561,full
63310,59896,42664,full
63312,772181,4627,full
63327,803080,43052,full
63329,772176,21501,full
63332,1064953,16882,full
63339,293654,127257,full
63391,64387,49355,full
63393,1055366,13655,both
63433,387736,13905,full
63436,1132626,11917,both
63446,993789,8892,full
63458,101628,12525,full
63468,152176,82519,full
63479,1135985,13523,both
63481,1111948,14655,both
63483,887971,15749,full
63515,851577,22358,both
63540,1014775,14405,both
63544,847050,43985,full
63590,491109,20065,full
63617,363240,14089,full
63619,899137,208385,full
63629,54866,84050,both
63645,499101,9999,full
63647,68650,17099,full
63662,202682,58570,full
63676,61065,29452,full
63688,17918,125749,full
63692,15758,111759,full
63698,1233381,8905,full
63758,59015,3520,full
63760,43332,43372,full
63768,59320,88435,full
63772,43363,77650,full
63781,113676,17704,full
63788,89026,36571,full
63791,92891,36572,full
63793,43117,37327,full
63806,372803,28684,full
63808,1068646,8841,both
63810,43129,54615,full
63826,1031280,13220,both
63828,1016164,16509,full
63836,118840,34867,both
63840,195001,10565,full
63853,455824,6972,both
63859,397892,13053,both
63862,36307,32862,full
63876,1013753,10139,both
63989,27521,29320,full
63992,1099212,8966,both
64010,1172571,16342,full
64030,1129442,13387,both
64032,369436,12193,both
64034,914798,14574,both
64037,409345,10900,full
64099,289320,56256,full
64114,1129423,14438,both
64116,465502,14248,both
64153,837791,20919,both
64167,233044,12224,full
64197,986233,10360,both
64229,1042877,14299,both
64231,450314,13056,full
64234,101988,15026,full
64236,1037218,13793,full
64241,57935,35790,full
64243,53746,38831,full
64245,8874,45838,full
64249,897387,13394,both
64273,52556,2574,full
64275,22694,72495,full
64278,828154,34283,both
64280,65853,114390,full
64283,40980,85844,full
64285,1118511,14447,both
64288,1032746,17157,full
64321,441762,1964,both
64325,39581,44626,full
64327,67109,65502,full
64338,107065,17912,both
64365,41622,43962,full
64368,87805,28148,full
64385,1068634,93260,full
64408,46384,109539,full
64410,30150,116973,full
64418,878134,74485,full
64424,145605,174122,full
64427,298072,200311,full
64497,970416,10200,both
64499,892255,8881,both
64501,374569,8880,both
64508,844760,11127,both
64511,1135968,18117,full
64517,30254,109711,full
64519,39208,18926,full
64522,49601,86782,full
64524,1151915,25852,full
64548,36715,39407,full
64550,44078,39409,full
64552,1285130,37584,full
64575,918927,14359,both
64577,929860,19486,full
64611,99601,126754,full
64614,1205489,13223,both
64620,870111,11499,both
64622,976051,8055,both
64645,65225,3054,full
64650,1182937,14072,full
64652,361500,20542,full
64658,990361,12449,full
64660,476681,5816,both
64695,1121794,13980,both
64701,1068649,8276,both
64704,143323,61751,full
64716,814314,11321,both
64747,478207,52615,full
64750,95871,41966,full
64754,450363,89453,full
64784,22628,120862,full
64793,278781,42655,full
64839,1125849,12163,both
64845,955298,14772,full
64895,24262,27991,full
64897,18179,87894,full
64900,100625,9050,both
64903,184773,86082,full
64906,182766,79090,full
64918,304547,47499,full
64921,34465,60488,full
64923,16655,111302,full
64926,36629,112912,full
64930,36172,80616,full
64942,949564,2694,full
64944,52794,39558,full
64953,95022,36573,full
64957,421715,4922,both
64959,182989,159849,full
64969,1068680,10201,both
64976,107107,75686,full
64979,1241326,297983,full
64983,985699,2253,both
64986,1029134,14422,full
64990,1003116,40873,both
64993,983213,38142,both
64997,449040,34812,both
64999,1183733,16268,full
65001,902270,15033,full
65006,1078899,14806,full
65011,326449,51817,full
65025,43476,84397,full
65027,23935,59158,full
65033,1028539,105371,full
65037,953318,6936,both
65045,996979,13954,full
65051,783601,13406,full
65063,1110272,14357,full
65078,80945,185156,full
65088,960731,10202,both
65091,25464,28564,full
65111,320668,23604,full
65126,1024715,13973,both
65130,959337,4148,both
65133,212579,194113,both
65135,94754,51247,both
65142,926762,17845,full
65155,976247,13827,full
65179,471019,362026,full
65181,483756,15676,full
65188,1152758,15584,both
65193,1024255,13971,both
65204,22753,89573,full
65216,1034303,13813,both
65225,1332128,13180,full
65227,13075,42366,full
65230,822832,14306,both
65235,864770,8049,full
65238,38462,20028,full
65243,1180333,141971,full
65256,498360,31047,full
65259,1232826,8927,both
65261,876563,12429,both
65263,11293,53519,full
65267,12512,53518,full
65277,64379,70191,full
65288,59565,51808,full
65290,762133,18151,full
65293,28219,28256,full
65300,816539,16205,full
65304,847487,15331,full
65310,462485,17287,both
65315,366596,50988,full
65350,27664,113916,full
65352,52880,29741,full
65357,373747,29262,full
65359,407384,9795,full
65370,207359,87790,full
65381,48339,26758,full
65387,1307059,,full
65400,101326,25528,full
65418,1152850,8942,both
65435,1107365,13690,full
65465,1046947,16409,both
65468,42372,113921,full
65514,1220719,14756,both
65518,89060,27244,full
65521,97534,35945,full
65538,379053,54406,full
65552,238552,10596,both
65556,44573,60547,full
65558,1157604,368955,full
65562,441297,49256,full
65564,184254,86084,full
65567,449487,13944,both
65577,420238,10199,both
65585,901476,10521,both
65588,447166,26235,full
65596,1259014,13635,full
65601,1179891,14435,both
65603,419515,21966,full
65612,92732,52886,full
65614,50549,37373,full
65621,850307,170094,full
65629,263366,260528,full
65631,850253,13177,full
65633,1294164,34696,full
65638,209919,221861,both
65640,81169,114403,full
65642,480669,14139,both
65651,1135493,16999,full
65660,487419,8280,full
65665,243951,125705,both
65667,350002,36746,full
65669,426173,36402,full
65672,464029,317,full
65682,834001,12437,both
65685,494238,2309,both
65696,49286,86363,full
65698,40082,60542,full
65702,183997,162865,full
65709,844761,47658,full
65721,1305871,31688,full
65729,1038915,14076,full
65731,818165,13942,full
65738,105251,18543,full
65740,110982,21029,full
65762,21408,50307,full
65764,118852,49511,full
65770,772200,27440,full
65772,464041,13825,full
65780,68912,250093,full
65796,80772,15227,full
65802,1114740,14560,both
65810,472198,14410,full
65813,1139668,13788,full
65817,988849,13429,full
65840,487271,6733,full
65845,822868,14871,full
65866,39029,35077,full
65868,963194,14353,full
65878,287140,27447,full
65882,815245,14254,full
65894,792986,16137,full
65899,106188,17803,full
65907,441627,101838,full
65909,319821,214436,full
65927,1020055,14549,full
65930,22681,80193,full
65932,62742,169869,full
65935,969307,56816,full
65939,133906,38205,full
65974,1139618,168261,full
65982,462465,10529,both
65984,24873,75880,full
65986,42279,160783,full
65994,879801,58782,full
66006,46757,62753,full
66008,181002,417285,full
66015,1092082,14582,full
66019,70136,46595,both
66025,393329,50318,full
66036,139745,253116,full
66051,51393,94533,full
66053,46791,44052,full
66057,151301,,full
66059,200299,63938,full
66066,1053859,1977,both
66068,113421,46725,full
66090,1020530,13510,both
66092,115398,15554,full
66097,327597,14836,both
66105,67630,48350,full
66118,58481,97915,full
66130,1183252,15003,both
66140,844666,141971,full
66152,92074,24194,full
66156,961728,14851,full
66171,465580,13455,both
66198,963178,4959,both
66200,1103275,10362,both
66203,1001508,10184,both
66234,805576,16170,full
66240,1079444,14849,full
66246,70860,36764,both
66250,38392,111459,full
66252,38395,37309,full
66268,119865,131729,full
66279,65867,52105,full
66282,43408,60539,full
66284,3643,28196,full
66289,100623,1560,full
66295,1263736,85394,full
66297,1054487,15060,both
66302,116231,26900,full
66304,785006,15189,full
66306,69951,133328,full
66310,814685,13492,both
66317,240425,70089,both
66320,492931,4832,full
66323,114626,135938,full
66330,961108,7353,full
66335,1265998,14711,both
66337,412596,52512,full
66339,63198,98193,full
66344,67327,49600,full
66352,825241,24171,full
66354,275434,47980,full
66365,90192,5677,full
66369,68916,44618,full
66371,1069238,16804,both
66385,1019454,25405,full
66389,808148,73953,full
66427,489235,1961,both
66437,489225,15148,full
66440,120028,54838,full
66472,1133995,15945,full
66491,173957,171840,full
66503,1320355,68190,full
66506,991167,14204,full
66509,1201167,20829,both
66511,1213019,30508,full
66513,1322381,,full
66517,1194271,15039,full
66537,490377,13639,full
66539,79153,47561,full
66544,208629,18884,both
66547,49010,26036,full
66549,119211,434306,full
66551,1103256,14977,full
66553,414510,157909,full
66579,831916,21851,full
66581,1116186,15105,full
66584,1014801,17314,full
66586,783518,24351,full
66590,48056,94405,full
66592,756206,110761,full
66596,1237838,38087,both
66614,948532,16177,full
66618,439884,29363,full
66620,51688,79331,full
66622,24124,36499,full
66639,891592,15268,full
66652,910934,17317,full
66655,475317,434,full
66659,1142800,15670,both
66662,19699,206034,full
66665,1176740,19255,both
66667,53901,43034,full
66686,39941,29117,both
66691,1112782,14979,full
66701,479275,18208,full
66718,50458,41054,full
66720,42249,37468,full
66744,1023490,8832,both
66758,61196,50013,full
66762,869994,8279,full
66773,497316,14063,full
66783,758746,13207,full
66785,901487,15067,both
66789,1214983,14853,full
66798,838232,15159,both
66801,479044,18529,full
66808,400426,7916,both
66811,373915,38789,full
66813,1200060,90324,full
66815,269771,67384,full
66854,363060,36281,full
66857,22125,42818,full
66859,1059773,29717,full
66861,27489,43873,full
66866,869152,17158,full
66868,782154,24221,full
66870,961066,17077,full
66897,1080930,47497,full
66900,493424,10049,full
66902,448114,9914,full
66904,91767,40227,full
66915,102802,20421,both
66927,388474,125858,full
66932,195630,111014,full
66934,1227926,14301,both
66941,431114,8382,full
66943,465430,13849,full
66947,52733,27061,full
66977,22877,43146,full
66979,488023,85330,full
66981,28653,53574,full
66983,41445,74286,full
67009,1104783,30906,full
67068,93811,26939,full
67070,106309,26127,full
67073,489018,13613,full
67087,1155056,16538,both
67096,41178,19998,full
67098,55796,5334,full
67135,40643,26387,full
67138,432318,7517,full
67140,22698,34474,full
67168,926063,13094,full
67186,492044,18781,full
67190,186311,27757,full
67193,1135487,16558,both
67197,448011,13811,both
67223,990413,17003,full
67233,304296,80314,full
67247,1164092,161006,full
67252,785035,16353,both
67255,1132620,15472,both
67257,86981,52528,full
67267,862846,13090,both
67295,1287845,15854,both
67298,44683,53651,full
67300,36037,58076,full
67314,400688,143240,full
67316,442947,73856,full
67331,416243,14180,full
67354,368296,36836,full
67356,1103984,17166,full
67359,48199,47739,full
67361,1124039,16325,both
67363,778749,113321,full
67365,465375,17097,full
67370,67885,46799,full
67405,1385824,19950,full
67408,892782,15512,both
67420,493402,14735,full
67422,449573,24220,full
67424,825239,21946,full
67429,1172203,20529,both
67457,943326,30155,full
67459,405977,39914,full
67464,23590,42914,full
67501,97676,36392,full
67504,67324,62437,both
67508,765432,6968,both
67534,490086,13161,full
67536,116036,16197,full
67603,24902,53828,full
67607,498329,34015,full
67618,494277,13808,full
67620,1073241,14637,full
67624,1085507,15912,full
67657,478329,18096,full
67665,1157605,18094,both
67667,41198,33811,full
67675,27040,53863,full
67695,1197628,16991,both
67702,22279,99283,full
67704,33173,94854,full
67706,43090,43396,full
67734,1091722,16614,both
67744,128378,31273,full
67748,475380,18558,full
67784,418586,16071,full
67788,1093908,20048,both
67792,865297,8747,full
67799,1234541,16258,both
67801,1173745,15451,full
67803,221455,330711,full
67809,73241,82962,full
67812,200192,22705,full
67839,981072,16005,full
67845,387701,55748,full
67847,377651,39331,full
67850,1198399,284117,full
67852,419477,,full
67865,107751,55500,full
67867,1098327,14164,both
67869,27623,3632,full
67871,787505,9841,full
67873,439860,91099,full
67876,42629,97421,full
67878,50652,43250,full
67881,365100,142973,full
67888,26676,55773,full
67890,53182,1940,full
67892,53690,33726,full
67894,47338,61070,full
67896,45991,93562,full
67898,435653,13557,full
67900,454839,10041,full
67907,127626,31132,full
67923,1013752,13804,both
67925,20768,34796,full
67927,37761,35849,full
67929,36400,35022,full
67931,38268,45965,full
67949,792948,19976,full
67957,94075,1387,both
67980,79168,21376,full
67983,833960,16867,full
67997,1226774,19833,both
67999,1249171,16919,full
68012,1294790,15580,full
68028,1133991,15801,full
68039,803029,8902,full
68044,46878,19618,full
68067,45737,83099,full
68069,53220,27644,full
68073,1131729,18947,both
68099,180443,128857,both
68115,41886,46096,full
68128,410321,67857,full
68135,974661,16996,both
68137,471834,168538,both
68153,87481,8833,full
68157,361748,16869,both
68159,473705,16995,both
68161,45992,99224,full
68163,41610,94139,full
68168,109747,10000,full
68173,15361,44967,full
68175,318413,91603,full
68177,26614,84908,full
68180,395461,45882,full
68194,1226271,21641,both
68201,814131,13119,full
68205,1121931,15092,both
68214,10155,51472,full
68216,17437,51263,full
68222,491720,24365,full
68226,190506,38872,full
68233,44872,95977,full
68237,1182345,17431,both
68242,110274,38870,full
68244,120619,67849,full
68246,121297,112582,full
68254,19400,205410,full
68259,1241195,13123,full
68263,1038043,33974,full
68265,276216,45949,full
68269,962736,18320,both
68271,57829,49571,full
68273,462441,53204,full
68288,865554,17436,full
68314,1205551,30843,full
68319,458525,2080,both
68324,1103982,17680,both
68326,455577,36175,full
68329,26273,53624,full
68337,1051245,120528,full
68339,1058058,17073,full
68347,1127715,21191,both
68349,107411,270952,full
68358,796366,13475,both
68392,210094,24273,full
68411,36705,38464,full
68442,363780,22152,full
68444,460810,16279,both
68462,847877,72891,full
68472,910559,6461,full
68474,24500,23391,full
68480,79718,11160,full
68482,1117667,168643,full
68484,1264363,19350,full
68486,1326972,15384,both
68489,1331092,156908,full
68495,484437,48116,full
68498,1139800,15342,full
68511,890883,25004,full
68513,448179,17124,full
68515,64203,210487,full
68517,67484,64115,full
68519,1231277,17532,full
68522,393597,10946,full
68524,24516,23590,full
68533,1359583,,full
68536,278736,30416,both
68539,36092,65503,full
68541,84923,38869,full
68544,79914,,full
68548,880648,17027,full
68552,924129,15577,full
68554,808151,13448,both
68572,279176,288035,full
68574,64240,92312,full
68576,24293,80592,full
68590,275410,90120,full
68593,893401,17635,full
68597,70653,42738,full
68600,787470,14141,full
68612,1049400,30312,full
68614,79875,47906,both
68645,58323,111752,full
68647,64695,122160,full
68650,1032819,17740,full
68653,26276,42943,full
68659,489049,13532,both
68662,104283,18495,full
68664,103877,180162,full
68667,810945,25218,full
68674,967945,24053,full
68676,67456,53947,full
68685,984200,15705,full
68690,996605,14448,full
68749,1082853,21583,full
68791,438488,534,both
68793,1078912,18360,both
68831,479046,38008,full
68833,943512,2049,full
68835,476991,19375,both
68838,977648,23997,both
68843,1020885,18238,full
68848,844286,21755,both
68853,43781,43378,full
68855,42744,121707,full
68858,1156173,30239,full
68865,60623,101362,full
68868,62228,8211,full
68872,38823,8429,both
68874,73198,44012,full
68884,920473,10541,both
68886,478724,19955,full
68890,35996,90799,full
68892,70605,39194,full
68897,81110,36460,full
68899,16123,27502,full
68901,990404,15555,both
68915,67429,40022,full
68919,56910,86764,full
68921,35082,42062,full
68923,449471,14126,full
68932,821642,17332,both
68941,844708,18405,full
68943,346513,155426,full
68945,169880,21832,both
68952,1127180,16871,both
68954,1049413,14160,both
68956,53579,21967,full
68959,485323,14003,both
68963,808244,16899,full
68965,1153706,21724,both
68967,836700,8282,both
68974,19379,31404,full
68976,66989,42513,full
69005,24008,83868,full
69007,62975,4934,full
69027,1167660,15588,full
69039,33606,61109,full
69042,30138,129089,full
69061,1138489,14857,full
69069,1083456,17927,both
69072,40970,77822,full
69075,120376,14330,full
69088,59894,26508,full
69093,1276107,28677,full
69095,475286,19203,full
69103,1314280,15712,full
69118,910905,13975,both
69122,1119646,18785,both
69131,443559,16164,full
69134,870984,17609,both
69136,77451,33104,full
69140,479760,37924,full
69155,48484,43321,full
69159,425151,18869,full
69169,40820,17829,full
69187,1230448,16345,full
69195,48350,81512,full
69199,1043537,115306,full
69201,230992,,full
69203,358146,200796,full
69211,415679,27134,full
69213,101583,37024,full
69217,25455,53622,full
69219,74103,761,full
69222,66423,11914,full
69224,119620,64968,full
69227,106827,34300,full
69231,178031,58018,full
69233,9937,70806,full
69241,80196,45560,both
69243,870195,26506,full
69251,479162,13856,full
69253,1095174,14536,both
69255,1024899,13710,full
69269,456165,15084,full
69275,1278340,14451,both
69278,457400,18162,both
69280,1059905,34482,both
69284,1145446,16324,full
69299,21885,50600,full
69302,1122599,18468,full
69304,780567,19724,full
69306,1111422,18487,both
69310,407851,27799,full
69324,920458,8883,full
69332,478149,49767,full
69336,1278336,29314,full
69339,460742,40465,full
69341,425150,10272,full
