taxi1,taxi2,proximity_count,min_distance_m,avg_distance_m,min_time_diff_s,avg_time_diff_s
20000151,20000393,4,0.0,2.157013055383471,2,3.5
20000337,20000672,4,0.0,2.174034929011427,2,4.25
20000497,20000685,4,0.0,2.419745953293618,2,3.0
20000311,20000606,4,0.0,1.4422930520864823,2,2.75
20000031,20000618,4,0.0,2.835459937402413,2,4.0
20000177,20000516,4,0.0,1.8161799139621966,2,2.25
20000186,20000446,4,0.0,1.4696037468914316,2,3.0
20000186,20000367,4,0.0,2.045770923976266,2,2.75
20000594,20000686,4,0.0,1.1267844041544712,2,2.0
20000432,20000695,4,0.0,2.0460597457906964,2,2.0
20000157,20000419,4,0.0,1.8177509615566452,2,3.0
20000226,20000640,4,0.0,2.6335906578439072,2,2.0
20000089,20000525,4,0.0,2.9925093996621537,2,3.0
20000187,20000681,4,0.0,2.4527663356352525,2,2.75
20000419,20000667,4,0.0,2.2193667910819763,2,3.5
20000486,20000651,4,0.0,2.488940197247401,2,2.5
20000014,20000524,4,0.0,2.2582836830650246,2,3.0
20000454,20000668,4,0.0,1.7073446585490715,2,3.25
20000040,20000105,4,0.0,3.54260706621422,2,2.0
20000296,20000380,4,0.0,1.662454648313258,2,2.0
20000248,20000327,4,0.0,1.4399336332726036,2,2.0
20000633,20000698,4,0.0,1.6326901165093963,2,2.0
20000326,20000509,4,0.0,1.381873070238202,3,3.0
20000160,20000330,4,0.0,2.490854958193147,3,3.75
20000285,20000561,4,0.0,2.315587784151282,3,4.0
20000525,20000623,4,0.0,1.3805399702675005,3,3.75
20000349,20000486,4,0.0,2.4231167518056864,3,3.75
20000126,20000307,4,0.0,1.7810093099571689,3,3.5
20000120,20000360,4,0.0,2.296621272148531,3,3.75
20000142,20000632,4,0.0,3.166481561914872,3,3.0
20000400,20000600,4,0.0,2.4883301706028393,3,3.75
20000050,20000114,4,0.0,2.5737673367830154,3,3.5
20000089,20000419,4,0.0,3.0698281172656525,3,3.5
20000055,20000229,4,0.0,1.9450781989386103,3,4.5
20000294,20000330,4,0.0,1.5934479940511692,3,3.0
20000158,20000554,4,0.0,3.301334831693741,3,4.5
20000421,20000610,4,0.0,3.170900882931062,3,3.25
20000545,20000576,4,0.0,1.9916029080453017,3,4.0
20000053,20000577,4,0.0,1.539255857244235,3,3.75
20000192,20000315,4,0.0,2.9329333308741266,3,3.0
20000454,20000624,4,0.0,1.7459457515553218,3,3.25
20000303,20000403,4,0.0,2.3719954027596732,3,3.0
20000010,20000360,4,0.0,2.101819628424063,3,3.5
20000099,20000392,4,0.0,1.5377708284012184,3,3.0
20000020,20000060,4,0.0,1.6970589518515096,3,3.0
20000288,20000623,4,0.0,2.5949798779222855,3,3.75
20000077,20000577,4,0.0,2.4235118483394036,3,4.0
20000188,20000626,4,0.0,2.8705227187176146,4,4.0
20000344,20000506,4,0.0,2.676877976145998,4,4.5
20000423,20000455,4,0.0,1.8348198163976035,4,4.0
20000435,20000697,4,0.0,2.8951523287189773,4,4.5
20000338,20000578,4,0.0,2.334739468821909,4,4.25
20000320,20000626,4,0.0,3.060388304997474,4,4.0
20000017,20000430,4,0.0,2.560882996631692,4,4.0
20000083,20000305,4,0.0,3.072517106877206,4,4.0
20000010,20000576,4,0.0,1.8431691402971926,4,4.0
20000002,20000075,4,0.0,2.4501832915413164,4,4.0
20000254,20000617,4,0.0,2.05191841776896,4,4.25
20000360,20000406,4,0.0,2.1936574305126975,4,4.0
20000041,20000481,4,0.0,1.7883945446651999,4,4.0
20000180,20000325,4,0.0,1.618802750085547,5,5.0
20000239,20000623,4,0.0,2.0663424240518182,5,5.0
20000166,20000279,4,0.0,2.6630365077701272,5,5.0
20000256,20000623,4,0.0,2.661349687460846,5,5.0
20000351,20000397,4,0.0,1.980795870322968,5,5.0
20000104,20000128,4,0.0,1.1934442904932379,5,5.0
20000113,20000388,4,0.0,2.4888949460311456,5,5.0
20000254,20000684,4,0.0,2.26926356350471,5,5.0
20000013,20000327,4,0.0,2.4926720761154573,5,5.0
20000024,20000517,4,0.0,2.5999410430241743,5,5.0
20000451,20000476,4,0.0,2.627429956746016,5,5.0
20000610,20000633,4,0.0,1.6965545521928984,5,5.0
20000007,20000397,4,0.752533110518602,2.673844931374421,3,3.75
20000400,20000470,4,0.7525483432405675,2.824351332643243,3,3.0
20000009,20000305,4,0.7525514517615038,2.807894482655965,1,1.0
20000516,20000541,4,0.7525539388335807,3.34569270165038,4,4.25
20000239,20000657,4,0.752559223362063,1.9962489632659528,3,3.0
20000403,20000688,4,0.7529254064509967,2.0105415139129112,1,3.25
20000009,20000542,4,0.7529290308642091,3.2470310195197216,4,4.25
20000261,20000435,4,0.7530025497615792,1.754180915383569,1,1.0
20000054,20000386,4,0.7531456258831273,2.438163726618581,2,2.0
20000409,20000617,4,0.7531631197318065,2.6361922930816313,2,2.75
20000060,20000136,4,0.7531768867069626,2.3667681942522485,0,3.0
20000054,20000123,4,0.7531870305835688,3.378342662447807,2,2.75
20000245,20000632,4,0.7531884796942284,3.1829142053522506,2,2.25
20000036,20000486,4,0.7531910672341153,1.6843067498762792,5,5.0
20000081,20000304,4,0.7531933445390878,3.467841712275437,3,3.0
20000424,20000598,4,0.7532146664176436,2.2418831084993682,3,4.5
20000098,20000516,4,0.7532199450501593,3.264508609418693,4,4.0
20000001,20000436,4,0.7532200487009398,1.7097165124375093,5,5.0
20000295,20000453,4,0.7532396102670097,1.9914536047590188,3,3.5
20000037,20000303,4,0.7532464411336862,2.381075963495983,1,3.0
20000055,20000116,4,0.7532468551230042,2.230863234153342,2,2.0
20000042,20000649,4,0.7532502705235296,2.1577412798207716,1,4.0
20000001,20000144,4,0.7532569977683992,2.022905015696835,1,1.0
20000626,20000684,4,0.7532740742680917,2.633430463576836,1,1.5
20000188,20000473,4,0.7532758336362769,2.412046067433912,2,2.0
20000529,20000626,4,0.7532849408680725,2.24105238734119,1,1.0
20000195,20000486,4,0.7532875281235792,1.8742625934281167,2,2.0
20000305,20000658,4,0.7532914607297011,3.1294048207739387,3,4.25
20000517,20000649,4,0.7532922886433595,3.480302992125571,0,0.5
20000421,20000688,4,0.7532959107516283,3.2958471414317345,0,3.5
20000042,20000142,4,0.753301085152515,2.7121314297938275,1,1.75
20000075,20000625,4,0.7533040861350563,1.6352238445505267,2,3.0
20000235,20000361,4,0.7533050176661118,3.0302582773212716,0,1.5
20000073,20000239,4,0.7533306818325121,2.599330268363253,3,3.0
20000604,20000632,4,0.7533519987789552,2.73258300457399,2,2.0
20000516,20000608,4,0.7533546890625877,2.7376448093276404,4,4.0
20000403,20000470,4,0.7533548961670917,2.0573860306555054,2,2.75
20000591,20000617,4,0.7533730045127689,2.8995248000901843,4,4.75
20000002,20000503,4,0.75337724695716,2.9867779286418124,0,0.0
20000015,20000577,4,0.7533791094838513,2.0407243118858376,4,4.0
20000424,20000653,4,0.753384593555245,2.2691077641046355,0,0.0
20000057,20000577,4,0.7533881116112875,3.516203675033874,0,0.5
20000160,20000172,4,0.7533894567446835,2.501537247070667,4,4.0
20000391,20000524,4,0.7533906984034916,2.5530236185487056,2,2.75
20000128,20000249,4,0.7533942164222442,2.665335953012517,1,3.25
20000403,20000577,4,0.7533949407175552,1.0791717292988252,4,4.75
20000101,20000256,4,0.7533951476589055,2.4049850239327113,0,2.75
20000251,20000632,4,0.7533972170683166,2.637425449050369,3,3.25
20000031,20000436,4,0.7534002176987555,2.8415784325702687,1,2.5
20000084,20000698,4,0.7534006315775891,2.9169416547034706,5,5.0
20000285,20000543,4,0.753401252395282,2.613985552722178,1,1.0
20000009,20000153,4,0.7534013557161312,2.0506549420884395,0,3.75
20000188,20000560,4,0.7534016661246706,2.196671955984913,0,1.0
20000377,20000456,4,0.7534032183135607,2.1657960830222227,1,1.0
20000272,20000608,4,0.7534038391284651,2.3556213658330503,4,4.5
20000383,20000640,4,0.7534057015691626,2.5292901211040983,3,3.0
20000285,20000288,4,0.7534059083579442,2.6729899020348387,2,2.5
20000077,20000081,4,0.753406943044246,2.5637678706140243,0,3.5
20000472,20000546,4,0.7534080811970313,2.7259862636716123,1,1.75
20000085,20000321,4,0.7534155310175097,3.32013161155077,1,1.75
20000047,20000649,4,0.753416151819141,2.0216685886602854,0,0.0
20000424,20000502,4,0.7534164622197057,2.34793915500081,4,4.0
20000020,20000242,4,0.7534183246195805,2.536339073746361,4,4.0
20000380,20000395,4,0.7534186350189741,1.967687173250925,1,4.0
20000042,20000672,4,0.7534192558172592,2.9498159614571318,2,2.25
20000003,20000337,4,0.7534234979209632,3.0358084231475395,3,3.0
20000075,20000345,4,0.7534238083175682,2.186080051301576,4,4.0
20000546,20000686,4,0.7534251533675901,2.1280033906772187,0,3.25
20000188,20000349,4,0.7534270157393569,2.3370996300713998,0,0.75
20000154,20000463,4,0.7534301196789166,3.3959362622993505,1,2.25
20000113,20000239,4,0.7534338443843034,2.712651749075692,1,2.5
20000140,20000611,4,0.7534347754081778,2.2196019876668647,2,2.75
20000426,20000611,4,0.7534390175462602,2.4739489347558727,1,1.0
20000388,20000658,4,0.7534415006474914,2.0894851536808066,4,4.0
20000159,20000594,4,0.7534424318076922,3.030520629393933,1,2.75
20000065,20000680,4,0.7534436732035751,2.845206085068645,3,3.0
20000075,20000517,4,0.7534437768142129,2.0961115234335397,3,3.0
20000173,20000216,4,0.753443880276123,2.1501945407255527,2,4.25
20000074,20000421,4,0.753445018355905,2.9236269212377737,3,3.75
20000105,20000672,4,0.7534486393551727,1.432706826091677,1,1.0
20000137,20000353,4,0.7534493637307458,2.5959088270828548,3,3.0
20000166,20000367,4,0.7534499844959033,3.5158304778971883,3,3.75
20000252,20000626,4,0.7534502948782309,2.3382274404303387,1,2.0
20000114,20000207,4,0.7534523640894731,2.4160325809678724,2,3.25
20000224,20000376,4,0.7534538125329181,2.9513019051579317,0,2.25
20000048,20000216,4,0.7534626065756129,3.0478855048930766,4,4.0
20000321,20000419,4,0.753463020409607,1.6294988500821397,3,3.25
20000308,20000651,4,0.7534688140542918,2.7810247121658973,1,1.0
20000261,20000398,4,0.753469538255778,2.4426620083098873,1,4.0
20000173,20000578,4,0.7534701589991839,2.8176573633105595,2,2.75
20000047,20000606,4,0.7534734694706641,3.1975275568680366,4,4.25
20000297,20000600,4,0.7534749180097285,3.16150764813316,5,5.0
20000042,20000080,4,0.7534807115346861,2.5344274592106464,4,4.75
20000138,20000611,4,0.7534824701230809,2.4761484665843465,1,4.0
20000099,20000107,4,0.753482470271798,2.9213583560929903,1,1.0
20000362,20000653,4,0.7534836081265841,2.1693300557201565,5,5.0
20000045,20000607,4,0.7534879533588948,3.402759877137948,1,1.0
20000112,20000136,4,0.7534928156754604,3.156055462690555,0,1.0
20000095,20000213,4,0.7534933327920442,2.4173898890606598,3,3.0
20000389,20000611,4,0.7534980916110212,3.093187885583469,2,3.25
20000020,20000624,4,0.7535062644222759,2.4754031379630126,1,1.0
20000463,20000588,4,0.7535070920272017,2.1665018402183316,2,2.0
20000216,20000249,4,0.7535079196309377,3.1834934542421465,1,1.75
20000167,20000324,4,0.7535080230813209,2.376217818101707,2,3.25
20000089,20000597,4,0.7535089541339344,3.18085247089603,3,3.0
20000389,20000616,4,0.7535097815862705,1.9218688809637223,1,2.0
20000001,20000137,4,0.7535123679806325,2.602713421532341,1,1.75
20000077,20000424,4,0.7535123679806325,3.009585758291956,3,4.0
20000109,20000620,4,0.7535126783293283,3.2433760690439106,2,4.25
20000160,20000230,4,0.75351578165836,3.000250850247103,2,2.0
20000118,20000372,4,0.7535177471856166,2.912993373228459,4,4.0
20000309,20000345,4,0.7535189887165185,2.9476720952185,2,3.25
20000131,20000247,4,0.7535206438885909,2.507169921967669,1,1.0
20000400,20000570,4,0.7535250921399512,3.160008007410255,1,1.75
20000506,20000687,4,0.7535255057803021,2.8559815753680944,1,3.25
20000398,20000616,4,0.7535266436987283,2.571869078622844,1,1.25
20000386,20000480,4,0.7535267472944723,1.7109556744276408,0,2.0
20000192,20000406,4,0.7535272643805582,2.0895919801290446,1,2.0
20000525,20000618,4,0.7535292300173297,3.0718648961023187,4,4.0
20000101,20000524,4,0.753530574672346,2.4713767192941507,4,4.5
20000038,20000435,4,0.7535312989448634,2.650371249074145,0,3.25
20000423,20000686,4,0.7535333678649601,3.513800057676537,0,1.25
20000344,20000589,4,0.7535437123538868,2.409792651921855,4,4.75
20000360,20000557,4,0.7535483673132446,2.8615311533973182,3,4.0
20000360,20000424,4,0.7535489879716476,1.758915241596065,3,3.25
20000450,20000483,4,0.7535494017435445,2.8190198713986803,1,2.0
20000167,20000548,4,0.7535504361719848,2.368671695892318,0,2.25
20000004,20000424,4,0.7535512637133984,2.5784214664553486,1,2.5
20000386,20000672,4,0.7535513670072609,1.9608010749359737,4,4.25
20000351,20000524,4,0.7535515740411217,3.1997134916919645,1,1.75
20000304,20000334,4,0.753552711908009,2.3563962053011083,1,2.0
20000327,20000362,4,0.7535559184629463,3.4253784218003123,1,1.25
20000159,20000199,4,0.753560056267429,2.420177225891103,3,3.5
20000254,20000513,4,0.7535603665904109,2.9741383369916163,0,0.25
20000263,20000548,4,0.7535615044399134,2.9721158483523276,1,3.25
20000014,20000561,4,0.7535616078806657,3.0840169614533446,2,2.5
20000400,20000602,4,0.7535644007739497,3.0313260679716025,1,1.0
20000044,20000460,4,0.7535672970934085,1.7829310925097337,4,4.0
20000077,20000669,4,0.7535682280501388,3.309618204718074,1,2.5
20000093,20000100,4,0.7535690554172338,2.3427540790487864,3,3.5
20000109,20000608,4,0.7535691588566288,2.9012446147754076,5,5.0
20000021,20000263,4,0.7535691590053629,2.024228006495257,1,1.75
20000157,20000327,4,0.7535691590053629,2.9958007559041264,1,1.0
20000159,20000310,4,0.7535692622960051,2.609131768053355,2,4.25
20000131,20000407,4,0.7535693658840972,3.7782808379615442,3,3.0
20000120,20000542,4,0.753569469174702,2.9053109712324443,1,2.5
20000192,20000657,4,0.7535694693234363,3.426620178780178,1,2.0
20000030,20000075,4,0.753569572762757,3.0897500572715133,0,3.5
20000504,20000523,4,0.7535702968374807,2.8083317894499937,0,2.0
20000076,20000500,4,0.7535705037158056,1.866809999682519,1,1.0
20000144,20000407,4,0.7535709174722328,2.7206288141730917,5,5.0
20000431,20000684,4,0.7535710209112931,2.9799060803875657,1,4.0
20000523,20000687,4,0.7535711243503348,3.235860437911061,4,4.75
20000600,20000671,4,0.7535712277893579,2.654081255764619,3,3.75
20000075,20000648,4,0.753571537957581,3.159208511630193,5,5.0
20000332,20000577,4,0.7535715381063156,2.5864898128221947,0,2.5
20000187,20000460,4,0.7535716413965298,2.272500426068872,1,3.25
20000109,20000648,4,0.7535718484231062,3.462754429257612,1,3.5
20000403,20000658,4,0.753571951861999,1.3494348575244943,4,4.5
20000254,20000386,4,0.7535720553008733,2.5152424668116864,1,3.0
20000260,20000542,4,0.7535723656173849,1.767428275883042,0,3.5
20000108,20000686,4,0.7535723656173849,2.334997511642798,0,1.0
20000328,20000372,4,0.7535726759337291,2.0515849624055553,3,3.75
20000560,20000616,4,0.7535729862499059,2.7726301038858177,1,1.25
20000482,20000525,4,0.7535729862499059,2.462145711067174,4,4.5
20000197,20000327,4,0.7535731931272642,1.6320060155683063,0,0.5
20000595,20000674,4,0.7535732965659155,2.2934121959057743,0,3.0
20000426,20000484,4,0.7535738137588928,3.55747632912804,1,1.25
20000074,20000576,4,0.7535739171974325,2.9392926727476363,2,2.25
20000037,20000308,4,0.7535742273642047,3.0035252085358897,2,2.0
20000540,20000678,4,0.7535742275129398,2.5809949565068404,2,2.5
20000136,20000268,4,0.7535742275129398,2.245940636824951,3,4.0
20000669,20000697,4,0.7535744343898518,2.206387163469959,4,4.75
20000160,20000243,4,0.7535745378282799,2.3811950952478362,1,3.0
20000008,20000546,4,0.7535745378282799,1.4061473582704447,4,4.0
20000041,20000361,4,0.7535746412666894,2.654064960511746,3,3.0
20000233,20000488,4,0.7535747447050803,3.183421093790759,3,3.0
20000263,20000440,4,0.7535748481434528,2.9024314244905534,0,2.75
20000303,20000310,4,0.7535754686245608,2.5178633605596565,3,3.5
20000307,20000446,4,0.7535766064442018,2.9776033153449477,4,4.0
20000093,20000514,4,0.7535788822254704,3.0689887848792563,1,2.5
20000518,20000570,4,0.7535797095772422,2.3671878926377663,0,3.5
20000038,20000359,4,0.7535819853462394,3.0106468669184148,3,3.0
20000077,20000611,4,0.7535827094053444,2.843174270290308,1,2.0
20000406,20000481,4,0.753582812842285,3.1644445310846656,0,1.5
20000421,20000667,4,0.7535836403371404,3.2957489478998507,1,2.5
20000189,20000576,4,0.7535838472106684,3.4159929639802122,2,2.0
20000129,20000465,4,0.7535845711186931,2.49885030200957,1,2.5
20000675,20000676,4,0.7535847781406236,2.188335702076783,4,4.5
20000331,20000624,4,0.753585191886787,2.270766461959825,1,2.25
20000081,20000516,4,0.753585915941857,3.0733071339439415,2,4.25
20000129,20000189,4,0.7535863296872023,2.968361139106413,1,1.5
20000046,20000524,4,0.7535866399960158,3.246905905009961,1,2.5
20000392,20000669,4,0.7535870537408405,1.602934455821348,2,2.0
20000215,20000443,4,0.7535874674853675,3.271184464542796,0,0.5
20000215,20000624,4,0.753588191537574,2.7259716802125897,0,3.0
20000160,20000424,4,0.7535883984094657,2.495006123338575,0,2.0
20000119,20000305,4,0.7535887087171637,2.0313217148689473,5,5.0
20000310,20000381,4,0.7535892258962885,2.086784393590265,0,1.75
20000004,20000327,4,0.7535893293320578,2.519922805426087,1,1.25
20000334,20000668,4,0.7535897430749486,1.4417453636729252,4,4.75
20000224,20000562,4,0.7535899499462824,3.1876271491444155,1,1.75
20000423,20000434,4,0.7535900533819214,2.1945530724086137,1,1.75
20000148,20000574,4,0.7535901566688035,3.2615272923721146,1,1.75
20000120,20000297,4,0.7535909843018359,1.9678162415212395,0,1.0
20000021,20000321,4,0.753592432396487,2.3076097389686927,1,2.25
20000426,20000524,4,0.7535926392668539,2.005678075655493,2,3.5
20000166,20000900,4,0.7535927425532707,2.386667006606054,0,2.5
20000114,20000468,4,0.7535927427020096,2.542779883000473,3,4.5
20000032,20000288,4,0.7535928461371464,3.4506720143699026,4,4.5
20000381,20000612,4,0.7535931564424458,2.761730112625605,1,1.0
20000011,20000671,4,0.7535939839224262,2.650762571641009,1,3.25
20000118,20000435,4,0.7535941907922353,2.9024490708083146,1,2.5
20000380,20000543,4,0.7535945010968095,2.819021948894604,5,5.0
20000178,20000435,4,0.7535949148359814,2.7097068266316247,2,2.25
20000027,20000361,4,0.7535968800929855,3.195905016218351,2,3.0
20000010,20000403,4,0.7535985350410457,2.9070896107947406,1,2.5
20000508,20000611,4,0.7535987417604785,2.381162419291326,5,5.0
20000217,20000525,4,0.7536007071531506,3.011816696974331,1,2.5
20000075,20000904,4,0.7536013277551032,2.5510753479018726,0,3.5
20000364,20000426,4,0.7536016380558284,2.416243827520478,2,2.5
20000597,20000624,4,0.7536025689569998,2.7427699225609197,3,3.5
20000153,20000174,4,0.7536027758237224,2.3200626211821698,1,1.5
20000419,20000561,4,0.7536027758237224,2.4681906911463423,5,5.0
20000004,20000364,4,0.7536028792570556,2.563239430877709,1,3.0
20000108,20000588,4,0.7536029826903704,1.7936377235594338,1,3.25
20000328,20000624,4,0.7536030861236667,3.0479455651938365,1,2.75
20000364,20000626,4,0.7536031895569442,2.6439450574221257,3,3.5
20000022,20000672,4,0.753603292990203,2.571771124567589,2,3.25
20000173,20000360,4,0.7536033962747024,2.653781378085543,3,4.0
20000081,20000612,4,0.7536033964234434,2.4659238592805344,1,3.5
20000276,20000324,4,0.7536037065743121,2.7879902696999976,1,3.25
20000398,20000554,4,0.7536038101562189,2.5680891049967656,0,2.25
20000239,20000431,4,0.7536039134406253,2.9825610882021385,1,1.5
20000081,20000502,4,0.7536040170224951,3.8652736509895473,4,4.0
20000137,20000472,4,0.753604223888697,2.364670843590349,2,3.25
20000178,20000675,4,0.7536062923978828,3.025049347132498,1,2.0
20000100,20000460,4,0.7536063959793254,2.8997300380846616,1,1.5
20000261,20000904,4,0.7536075337378106,2.423317792927473,1,2.5
20000662,20000692,4,0.7536085680617539,2.4419273814054647,3,3.0
20000198,20000345,4,0.7536097058159438,2.246019974986715,2,2.0
20000320,20000506,4,0.7536101195441822,2.3440129387786692,0,2.75
20000331,20000488,4,0.7536102229761954,2.2517879285967894,2,2.5
20000075,20000589,4,0.7536107401359821,2.4132154430782107,1,1.25
20000251,20000549,4,0.7536110502828884,2.7725108864789743,1,1.0
20000268,20000307,4,0.7536128087704803,2.1467120044182373,2,3.5
20000011,20000431,4,0.7536154979842086,2.8938430667681354,1,1.0
20000187,20000529,4,0.7536175666015997,2.822423419946377,1,1.5
20000206,20000334,4,0.7536187043379945,2.131202288786836,0,2.5
20000391,20000633,4,0.7536189111989153,2.54594997657182,2,2.25
20000114,20000215,4,0.7536193247717901,2.5405789093860336,1,2.0
20000434,20000443,4,0.7536199455024044,1.8498421645145393,0,0.5
20000268,20000572,4,0.7536225312529918,2.8414092742610255,4,4.0
20000148,20000310,4,0.7536258409967851,3.3279908582716202,2,3.75
20000320,20000561,4,0.7536345289836476,2.890954636786049,2,3.5
20000268,20000389,4,0.7536353562553776,2.6340700691026777,4,4.0
20000004,20000198,4,0.7536359769687017,2.017526724787535,4,4.0
20000067,20000675,4,0.7536438373954,2.6865047162672218,3,3.75
20000054,20000101,4,0.7536441475244485,2.4371894175843867,0,2.25
20000268,20000494,4,0.7536477675684714,2.241791551495831,1,1.0
20000129,20000160,4,0.7536562483767671,3.0013318589768594,3,4.0
20000050,20000671,4,0.7536599714702086,2.5807974595266794,5,5.0
20000268,20000367,4,0.7536611092714907,3.3354830406006664,4,4.0
20000514,20000903,4,0.7536613159684109,2.2547008164630706,1,4.0
20000343,20000596,4,0.75366183323102,3.5558160112772113,0,1.25
20000173,20000527,4,0.7536625571896381,2.5098092186661507,2,2.0
20000345,20000351,4,0.753662970879868,2.3594094354614765,0,3.0
20000003,20000138,4,0.753663074302379,2.753480629286406,2,2.0
20000178,20000359,4,0.7536645222155798,2.7125548248835165,4,4.75
20000039,20000529,4,0.7536652461708134,2.342644371373405,4,4.0
20000224,20000686,4,0.7536662803909953,2.6376087927615055,2,3.5
20000206,20000611,4,0.753669176197611,3.3760011137099917,0,1.0
20000015,20000250,4,0.753696478651598,2.4361988600312663,0,3.0
20000419,20000472,4,0.7537018564329577,2.649736487749481,1,1.0
20000113,20000483,4,0.7537024767770305,2.420162891985682,0,0.5
20000111,20000351,4,0.7537071306007019,2.7078772765042336,1,2.0
20000328,20000680,4,1.0007543396446292,3.3032121114987123,0,2.5
20000310,20000624,4,1.0007543396446292,3.6131823012064124,0,3.5
20000036,20000345,4,1.0007543396446292,2.28839101235652,0,2.0
20000304,20000331,4,1.0007543396446292,2.7381578439000416,0,2.75
20000672,20000678,4,1.0007543396446292,2.7341238510082833,0,1.75
20000195,20000249,4,1.0007543396446292,2.8995027120804364,0,2.5
20000424,20000557,4,1.0007543396446292,2.1494761771964574,0,1.0
20000199,20000486,4,1.0007543396446292,2.3847753430567384,0,1.5
20000565,20000658,4,1.0007543396446292,2.8675221047066093,0,2.5
20000036,20000430,4,1.0007543396446292,2.394217908554233,0,1.25
20000233,20000356,4,1.0007543396446292,2.9281266981837963,0,2.0
20000118,20000239,4,1.0007543396446292,1.654907521686706,0,2.75
20000163,20000321,4,1.0007543396446292,2.9712361922713506,0,2.25
20000304,20000338,4,1.0007543396446292,3.706250983607946,0,2.5
20000332,20000482,4,1.0007543396446292,2.9978071207302612,0,2.25
20000105,20000486,4,1.0007543396446292,3.7598999550902583,0,0.75
20000548,20000657,4,1.0007543396446292,2.60738343499417,0,2.0
20000594,20000670,4,1.0007543396446292,2.5036106869027126,0,0.0
20000252,20000341,4,1.0007543396446292,2.483254660399882,0,0.0
20000081,20000393,4,1.0007543396446292,2.472529262577249,0,0.0
20000463,20000561,4,1.0007543396446292,3.5507426961262674,0,2.5
20000039,20000497,4,1.0007543396446292,3.177052202193073,1,2.5
20000254,20000276,4,1.0007543396446292,2.219464784243456,1,2.5
20000436,20000618,4,1.0007543396446292,2.3337529902276715,1,2.75
20000178,20000597,4,1.0007543396446292,2.8681354058575765,1,3.0
20000351,20000577,4,1.0007543396446292,2.418632394988614,1,2.5
20000307,20000429,4,1.0007543396446292,2.4187511118773815,1,1.0
20000541,20000688,4,1.0007543396446292,2.5951703538238706,1,3.5
20000450,20000688,4,1.0007543396446292,3.122612039214917,1,3.0
20000054,20000119,4,1.0007543396446292,2.3108492606174624,1,2.0
20000311,20000523,4,1.0007543396446292,3.513001358642234,1,1.5
20000012,20000617,4,1.0007543396446292,2.784313165402648,1,2.25
20000429,20000598,4,1.0007543396446292,2.3848256121338838,1,4.0
20000205,20000421,4,1.0007543396446292,3.6350699712177805,1,2.0
20000269,20000303,4,1.0007543396446292,2.230837693943009,1,1.0
20000529,20000900,4,1.0007543396446292,2.153442064788215,1,1.5
20000338,20000376,4,1.0007543396446292,2.4693330197814127,1,3.25
20000384,20000516,4,1.0007543396446292,2.731100009461021,1,1.75
20000005,20000042,4,1.0007543396446292,2.479224698942989,1,1.5
20000178,20000600,4,1.0007543396446292,2.1597317467099044,1,2.75
20000173,20000488,4,1.0007543396446292,3.2759623656842036,1,3.5
20000308,20000448,4,1.0007543396446292,2.9090335269167102,1,2.5
20000435,20000467,4,1.0007543396446292,2.4289100443064426,1,2.75
20000142,20000331,4,1.0007543396446292,2.795901707751173,1,3.0
20000014,20000492,4,1.0007543396446292,2.4862386524824984,1,1.5
20000060,20000120,4,1.0007543396446292,2.622248507410915,1,2.0
20000022,20000612,4,1.0007543396446292,3.5084307714747887,1,4.0
20000112,20000540,4,1.0007543396446292,2.4254561052577874,1,2.0
20000001,20000431,4,1.0007543396446292,2.669861782931709,1,1.0
20000391,20000596,4,1.0007543396446292,2.9454633406873008,1,1.5
20000546,20000600,4,1.0007543396446292,2.8654249414609527,1,1.5
20000222,20000226,4,1.0007543396446292,2.898771471572174,1,2.5
20000492,20000507,4,1.0007543396446292,3.3033745239175207,1,3.5
20000111,20000308,4,1.0007543396446292,1.9839253276348385,1,2.0
20000042,20000285,4,1.0007543396446292,3.460521009377262,1,3.25
20000261,20000610,4,1.0007543396446292,2.467622486558484,1,1.5
20000431,20000547,4,1.0007543396446292,2.784283703446996,1,2.25
20000309,20000440,4,1.0007543396446292,2.1997810564869535,1,3.25
20000224,20000429,4,1.0007543396446292,3.2774209792873465,1,2.0
20000195,20000548,4,1.0007543396446292,3.361081741701872,1,1.5
20000372,20000432,4,1.0007543396446292,1.854743647890074,1,1.0
20000008,20000669,4,1.0007543396446292,2.398400709773041,1,1.0
20000054,20000345,4,1.0007543396446292,3.584000408376478,1,1.75
20000012,20000671,4,1.0007543396446292,3.3859652631556925,1,1.75
20000012,20000332,4,1.0007543396446292,3.683387363180941,1,2.5
20000010,20000251,4,1.0007543396446292,2.960914289847789,1,1.0
20000081,20000384,4,1.0007543396446292,2.4585434008677276,1,1.5
20000129,20000380,4,1.0007543396446292,2.53473957684527,1,2.0
20000448,20000591,4,1.0007543396446292,1.8552540871257461,1,1.0
20000089,20000483,4,1.0007543396446292,2.990346951005666,1,1.75
20000022,20000146,4,1.0007543396446292,2.2269010484462655,1,1.25
20000231,20000576,4,1.0007543396446292,1.8938903389930457,1,3.25
20000081,20000101,4,1.0007543396446292,2.067024753410835,1,1.75
20000472,20000515,4,1.0007543396446292,3.7275902818974345,1,3.25
20000018,20000233,4,1.0007543396446292,2.6337571280352075,1,1.0
20000393,20000451,4,1.0007543396446292,1.3787430225325166,1,1.0
20000002,20000684,4,1.0007543396446292,2.6567140454176714,1,2.25
20000310,20000682,4,1.0007543396446292,2.9065784411603834,1,3.25
